"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 22"
"star-fill","star-fill","star-fill","50% OFF up to 100","55 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","South Indian","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","52 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Kerala, Seafood, South Indian, Biryani, Chettinad, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Anna Idli","3.6","Just Kerala","4.0","Restaurant partner follows WHO protocol","1850+ orders placed from here recently","Al Nizami Darbar Restaurant","4.1","50% OFF up to 100","61 min","Mughlai, North Indian, Chinese, Sichuan","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","850+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/anna-idli-chembur/order","https://www.zomato.com/mumbai/just-kerala-chakala/order","https://www.zomato.com/mumbai/al-nizami-darbar-restaurant-chakala/order","",""
"","star-fill","star-fill","50% OFF up to 100","63 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Roast Chicken, Healthy Food, Continental, Italian","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","54 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","South Indian, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","230°Celsius","","R.S Mani Cafe","3.4","Follows all Max Safety measures to ensure your food is safe","1475+ orders placed from here recently","Grill & Chill","3.6","50% OFF up to 100","41 min","Sandwich, Fast Food, Street Food, Beverages, Shake, Burger, Hot dogs, Sichuan","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/230%C2%B0celsius-chembur/order","https://www.zomato.com/mumbai/r-s-mani-cafe-1-chembur/order","https://www.zomato.com/mumbai/grill-chill-santacruz-east/order","4.1","Pro extra 10% OFF"
"","star-fill","star-fill","50% OFF up to 100","63 min","star-fill","https://b.zmtcdn.com/data/pictures/chains/7/18533597/2d6565144362876be02c1565a5c10454_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Roast Chicken, Healthy Food, Continental, Italian","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","650+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","650+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/7/19635177/2ee1c4de62bfca93e3cf3ae2ad099ad9_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","54 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","South Indian, Beverages","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹250 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","230°Celsius","","R.S Mani Cafe","3.4","Follows all Max Safety measures to ensure your food is safe","1475+ orders placed from here recently","Grill & Chill","3.6","50% OFF up to 100","41 min","Sandwich, Fast Food, Street Food, Beverages, Shake, Burger, Hot dogs, Sichuan","₹250 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","525+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/pictures/6/17754666/121fe7ba1c35941d0895a206717420de_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","525+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/230%C2%B0celsius-chembur/order","https://www.zomato.com/mumbai/r-s-mani-cafe-1-chembur/order","https://www.zomato.com/mumbai/grill-chill-santacruz-east/order","4.1","Pro extra 10% OFF"
"star-fill","","star-fill","50% OFF up to 100","19 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Parsi, Fast Food, Desserts, Bakery, Burger, Rolls, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1325+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1325+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","24 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Ice Cream","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Bawa Zest By Cheron","4.3","The Brooklyn Creamery - Healthy Ice Cream","","Follows all Max Safety measures to ensure your food is safe","175+ orders placed from here recently","Biryani Hazir Ho","3.5","50% OFF up to 100","36 min","Biryani, North Indian, Desserts, Beverages","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/bawa-zest-by-cheron-hill-road-bandra-west/order","https://www.zomato.com/mumbai/the-brooklyn-creamery-healthy-ice-cream-santacruz-west/order","https://www.zomato.com/mumbai/biryani-hazir-ho-khar/order","4.3",""
"star-fill","","star-fill","50% OFF up to 100","32 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Healthy Food, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1525+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1525+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","45 min","","Healthy Food, Italian, American, Asian","","₹100 for one","","Maa Ki Khichdi","3.0","The Bodhi Cafe","","","","Plush","4.0","50% OFF up to 100","27 min","Continental, Italian, Healthy Food, Desserts, Beverages, Shake","₹100 for one","","550+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/maa-ki-khichdi-1-khar/order","https://www.zomato.com/mumbai/the-bodhi-cafe-2-vile-parle-east/order","https://www.zomato.com/mumbai/plush-pali-hill-bandra-west/order","4.2","Pro extra 15% OFF"
"star-fill","","star-fill","50% OFF up to 100","50 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","44 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Maharashtrian, Malwani, North Indian, Mughlai, Beverages, Desserts","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Rakesh Da Dhaba","3.7","Nav Kayastha Pangat","","Follows all Max Safety measures to ensure your food is safe","925+ orders placed from here recently","Madras Diaries","4.0","50% OFF up to 100","19 min","South Indian, Desserts","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2250+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2250+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/rakesh-da-dhaba-sion/order","https://www.zomato.com/mumbai/nav-kayastha-pangat-1-vile-parle-east/order","https://www.zomato.com/mumbai/madras-diaries-linking-road-bandra-west/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","24 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Biryani, Kerala, Seafood","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","43 min","","South Indian, North Indian, Chinese, Desserts, Sichuan, Beverages, Shake, Ice Cream","","₹100 for one","","Madina Hotel","4.0","Central Peninsula","","","","Shri Ganesh Farsan And Sweet","3.3","50% OFF up to 100","32 min","Mithai, Street Food","₹100 for one","","450+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/madina-hotel-mahim/order","https://www.zomato.com/mumbai/central-peninsula-sion/order","https://www.zomato.com/mumbai/shri-ganesh-farsan-and-sweet-near-andheri-east-station/order","4.1",""
"star-fill","star-fill","star-fill","50% OFF up to 100","18 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Biryani, North Indian, Kebab, Seafood, Mughlai, Hyderabadi, Lucknowi","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3475+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3475+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Currently not accepting orders","","Street Food, Mithai","","₹350 for one","","The Matka Biryani","3.6","New Karachi Sweets","3.9","","","Yauatcha","4.1","50% OFF up to 100","45 min","Asian, Seafood, Chinese, Sichuan, Desserts, Beverages","₹350 for one","","1850+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1850+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-matka-biryani-lower-parel/order","https://www.zomato.com/mumbai/new-karachi-sweets-1-khar/order","https://www.zomato.com/mumbai/yauatcha-bandra-kurla-complex/order","",""
"star-fill","","star-fill","50% OFF up to 100","35 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Sandwich, Street Food, Kebab, Chinese, North Indian, Sichuan","","₹350 for one","","175+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","44 min","","Waffle, Shake, Beverages","","₹350 for one","","Step In NX","3.8","99 Waffles","","","","Dessert Junction","4.1","50% OFF up to 100","43 min","Desserts, Ice Cream, Shake, Pizza, Sandwich, Burger, Fast Food, Beverages","₹350 for one","","725+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/step-in-nx-mahim/order","https://www.zomato.com/mumbai/99-waffles-matunga-east/order","https://www.zomato.com/mumbai/dessert-junction-vile-parle-east/order","4.1",""
"star-fill","star-fill","star-fill","50% OFF up to 100","40 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts, Shake","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","58 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Desserts, Bakery","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Kripa Saagar","4.0","Fabelle Chocolates - ITC Maratha","3.5","Follows all Max Safety measures to ensure your food is safe","450+ orders placed from here recently","AB's - Absolute Barbecues","3.7","50% OFF up to 100","77 min","North Indian, Fast Food, Mughlai, Salad, Desserts, Bakery, Pizza","₹350 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","425+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","425+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/kripa-saagar-santacruz-east/order","https://www.zomato.com/mumbai/fabelle-chocolates-itc-maratha-chakala/order","https://www.zomato.com/mumbai/abs-absolute-barbecues-powai/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","66 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","Cafe, Coffee, Desserts, Beverages, Fast Food, Sandwich, Pizza, Pasta","","₹350 for one","","","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","","30 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Biryani, North Indian, Mughlai","","₹350 for one","","Love & Latte","4.0","Veg Daawat By Behrouz","3.0","","","Yoko Sizzlers","4.0","50% OFF up to 100","33 min","Fast Food, Chinese, Seafood, North Indian, Steak, Continental, Desserts, Beverages","₹350 for one","","350+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/love-latte-marol/order","https://www.zomato.com/mumbai/veg-daawat-by-behrouz-hill-road-bandra-west/order","https://www.zomato.com/mumbai/yoko-sizzlers-santacruz-west/order","","Pro extra 25% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","57 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian, Chinese, Mughlai, Kebab, Biryani, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1550+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1550+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","","57 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Chinese, Momos, Sichuan","","₹250 for one","","Utsav- The Barbeque Restaurant","3.6","Chan Su Chinese","3.8","","","Pind Da Paratha","3.1","50% OFF up to 100","32 min","North Indian, Beverages, Desserts","₹250 for one","","200+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/utsav-the-barbeque-restaurant-lower-parel/order","https://www.zomato.com/mumbai/chan-su-chinese-santacruz-east/order","https://www.zomato.com/mumbai/pind-da-paratha-khar/order","",""
"star-fill","","star-fill","50% OFF up to 100","45 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian, Chinese, Mughlai, Beverages, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","34 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Street Food","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","New Punjab","3.9","Aavkaar","","Follows all Max Safety measures to ensure your food is safe","675+ orders placed from here recently","Parle Vadapav Samrat","3.9","50% OFF up to 100","34 min","Rolls, Fast Food, Sichuan","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/new-punjab-matunga-east/order","https://www.zomato.com/mumbai/aavkaar-vile-parle-east/order","https://www.zomato.com/mumbai/parle-vadapav-samrat-vile-parle-east/order","4.5",""
"star-fill","star-fill","star-fill","50% OFF up to 100","56 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Malwani","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","","225+ orders placed from here recently","","Restaurant partner follows WHO protocol","","225+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","64 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Chinese, South Indian, Mughlai, Biryani, North Indian, Sichuan","","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Malwani Seafood","3.9","Kailash Hotel","4.0","","","Saibeni Gomantak","3.9","50% OFF up to 100","34 min","Malwani, North Indian, Street Food, Mughlai, Biryani, Beverages, Seafood","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/malwani-seafood-sion/order","https://www.zomato.com/mumbai/kailash-hotel-chembur/order","https://www.zomato.com/mumbai/saibeni-gomantak-mahim/order","",""
