"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 23"
"","star-fill","star-fill","50% OFF up to 100","65 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","North Indian, Chinese, Mughlai, Kebab, Maharashtrian, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹50 for one","","800+ orders placed from here recently","","Restaurant partner follows WHO protocol","","800+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","26 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Coffee, Beverages, Burger, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹50 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Courtyard Restaurant & Bar","","McCafe by McDonald's","4.2","","","Dolcissimo Bakes","4.1","50% OFF up to 100","61 min","Desserts, Bakery","₹50 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/courtyard-restaurant-bar-azad-nagar/order","https://www.zomato.com/mumbai/mccafe-by-mcdonalds-linking-road-bandra-west/order","https://www.zomato.com/mumbai/dolcissimo-bakes-khar/order","3.3",""
"","star-fill","star-fill","50% OFF up to 100","27 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Healthy Food, Continental, Asian, Fast Food, Beverages, Salad, Italian, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","900+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","900+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Healthy Food, Pizza, Asian, Mexican, Lebanese, Bakery, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Aharveda - Vegan & Beyond","","Yogisattva Plant Based Cafe","4.1","Restaurant partner follows WHO protocol","700+ orders placed from here recently","Pickle & Pint - The Paradise By Tunga","4.1","50% OFF up to 100","69 min","North Indian, Chinese, Continental, Seafood, Mughlai, Desserts, Beverages","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/aharveda-vegan-beyond-near-andheri-west-station/order","https://www.zomato.com/mumbai/yogisattva-plant-based-cafe-khar/order","https://www.zomato.com/mumbai/pickle-pint-the-paradise-by-tunga-mahakali/order","4.3","Pro extra 15% OFF"
"","star-fill","star-fill","50% OFF up to 100","28 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Sandwich, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","","875+ orders placed from here recently","","Restaurant partner follows WHO protocol","","875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","26 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Desserts, Shake, Beverages","","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Santacruz Juice Center","","Shahi Durbar","4.2","","","Bamboo Biryani House","3.7","50% OFF up to 100","54 min","Biryani","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/santacruz-juice-center-1-santacruz-west/order","https://www.zomato.com/mumbai/shahi-durbar-carter-road-bandra-west/order","https://www.zomato.com/mumbai/bamboo-biryani-house-lower-parel/order","3.3",""
"star-fill","star-fill","star-fill","50% OFF up to 100","59 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Fast Food, Salad, Continental, Pizza, Pasta, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","850+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","850+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","23 min","","South Indian, Desserts, Biryani, Andhra, Street Food","","₹300 for one","","Green Village Cafe","3.9","The South Spice","4.2","","","Nair On Fire","4.3","50% OFF up to 100","32 min","Kerala, South Indian, Seafood, Healthy Food, Biryani, Desserts","₹300 for one","","1075+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1075+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/green-village-cafe-andheri-lokhandwala/order","https://www.zomato.com/mumbai/the-south-spice-bandstand-bandra-west/order","https://www.zomato.com/mumbai/nair-on-fire-bandstand-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","32 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Continental, Pizza, Beverages, Desserts, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","72 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Japanese, Asian, Sushi","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Woodside Inn","3.8","You Mee","4.2","Follows all Max Safety measures to ensure your food is safe","350+ orders placed from here recently","Lassi & Falooda Co","3.6","50% OFF up to 100","29 min","Desserts, Ice Cream, Beverages","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/woodside-inn-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/you-mee-oshiwara/order","https://www.zomato.com/mumbai/lassi-falooda-co-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","34 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","North Indian, Chinese, Biryani, Sandwich, Fast Food, Street Food, Modern Indian, Beverages","","₹200 for one","","500+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","17 min","","Bakery, Desserts","","₹200 for one","","Samarth Sagar Pure Veg","3.9","Sweet Alley Cake Shop","4.2","","","Celebrations By Kilo","4.3","50% OFF up to 100","37 min","North Indian, Chinese, Street Food, Fast Food, Biryani, Maharashtrian, Sichuan","₹200 for one","","75+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/samarth-sagar-pure-veg-santacruz-west/order","https://www.zomato.com/mumbai/sweet-alley-cake-shop-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/celebrations-by-kilo-santacruz-west/order","",""
"star-fill","","star-fill","50% OFF up to 100","19 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Cafe, Coffee, Desserts","","₹200 for one","","200+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","35 min","","Sandwich, Fast Food, Rolls","","₹200 for one","","Barista Coffee","3.8","Instawich - Desi Sandwiches","","","","Out Of The Blue","3.7","50% OFF up to 100","25 min","European, Continental, Italian, Fast Food","₹200 for one","","1575+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/barista-coffee-linking-road-bandra-west/order","https://www.zomato.com/mumbai/instawich-desi-sandwiches-khar/order","https://www.zomato.com/mumbai/out-of-the-blue-1-khar/order","3.4",""
"star-fill","star-fill","star-fill","50% OFF up to 100","56 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","North Indian, Chinese, Mughlai, Italian, Pizza, Desserts, Shake, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","","325+ orders placed from here recently","","Restaurant partner follows WHO protocol","","325+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","58 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Sandwich, Fast Food, Street Food, Sichuan","","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Hotel Golden Chariot","3.7","Mahendra Sandwich Centre","4.3","","","TAO - Asian Kitchen","4.0","50% OFF up to 100","38 min","Asian, Japanese, Sushi, Healthy Food, Beverages, Desserts","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hotel-golden-chariot-near-andheri-west-station/order","https://www.zomato.com/mumbai/mahendra-sandwich-centre-vile-parle-west/order","https://www.zomato.com/mumbai/tao-asian-kitchen-1-reclamation-bandra-west/order","","Pro extra 15% OFF"
"","star-fill","star-fill","50% OFF up to 100","39 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Street Food","","₹200 for one","","750+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","49 min","","Mithai, Street Food, Desserts","","₹200 for one","","Vadapav & More","","Trupti Sweet & Farsan","4.1","","","Jim - Me's Kitchen","4.0","50% OFF up to 100","23 min","Seafood, Chinese, Sichuan","₹200 for one","","650+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/vadapav-more-khar/order","https://www.zomato.com/mumbai/trupti-sweet-farsan-near-andheri-west-station/order","https://www.zomato.com/mumbai/jim-mes-kitchen-hill-road-bandra-west/order","3.2",""
"star-fill","star-fill","star-fill","50% OFF up to 100","34 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Continental, Mexican, Salad, Asian, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1300+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1300+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","21 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, North Indian, Mughlai, Mangalorean, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Urban Street Café","3.7","New Bostan Restaurant","4.2","Follows all Max Safety measures to ensure your food is safe","125+ orders placed from here recently","Brijwasi Sweets","-","18 min","Mithai, Street Food","₹300 for one","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/urban-street-caf%C3%A9-khar/order","https://www.zomato.com/mumbai/new-bostan-restaurant-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/brijwasi-sweets-linking-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","73 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Asian, Momos, Sushi, Thai, Tibetan, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","675+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","675+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","26 min","","Street Food, Mithai","","₹300 for one","","Bao & Co","3.7","City Sweets and Farsan","4.0","","","Goodness To Go By Smoke House Deli","4.0","50% OFF up to 100","29 min","Healthy Food, Sandwich, European, Italian, Beverages, Juices, Salad","₹300 for one","","750+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","750+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/bao-co-goregaon-east/order","https://www.zomato.com/mumbai/city-sweets-and-farsan-hill-road-bandra-west/order","https://www.zomato.com/mumbai/goodness-to-go-by-smoke-house-deli-pali-hill-bandra-west/order","",""
"star-fill","star-fill","star-fill","60% OFF","34 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Pizza, Italian","","₹300 for one","","200+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","24 min","","Mithai, Desserts, Beverages","","₹300 for one","","Crusto's - Cheese Burst Pizza","3.8","Punjab Sind Premium Dairy","4.0","","","Mumbaiya Pav Bhaji","4.0","20% OFF","27 min","Street Food","₹300 for one","","50+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/crustos-cheese-burst-pizza-khar/order","https://www.zomato.com/mumbai/punjab-sind-premium-dairy-1-santacruz-west/order","https://www.zomato.com/mumbai/mumbaiya-pav-bhaji-pali-hill-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","19 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Bakery, Continental","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","","825+ orders placed from here recently","","Restaurant partner follows WHO protocol","","825+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","41 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Street Food, Chinese, Fast Food","","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Suzette Bakery","4.0","Ministry Of Eggs","3.7","","","Mezaya","4.4","50% OFF up to 100","57 min","Desserts, Turkish","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/suzette-bakery-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/ministry-of-eggs-santacruz-west/order","https://www.zomato.com/mumbai/mezaya-mumbai-central/order","","Pro extra 10% OFF"
"","star-fill","star-fill","50% OFF up to 100","48 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","Street Food, South Indian, Sichuan","","₹200 for one","","","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","35 min","","North Indian, Rolls, Fast Food, Healthy Food","","₹200 for one","","The Bombay Chaat Co- By Spukies","","Peppy Parathas & Rolls by Chai Point","4.3","","","Bina’s Fresh Batch - Homemade Ice Cream","3.2","50% OFF up to 100","15 min","Desserts, Ice Cream","₹200 for one","","Follows all Max Safety measures to ensure your food is safe","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/the-bombay-chaat-co-by-spukies-santacruz-west/order","https://www.zomato.com/mumbai/peppy-parathas-rolls-by-chai-point-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/binas-fresh-batch-homemade-ice-cream-hill-road-bandra-west/order","",""
"star-fill","","star-fill","50% OFF up to 100","52 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Desserts, Ice Cream, Shake, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","30 min","","Bakery, Desserts","","₹200 for one","","Alice In Gelatoland","4.0","Cheesecakes By CakeZone","","","","Serotonin - The Kitchen","4.1","50% OFF up to 100","72 min","Salad, Healthy Food, Sandwich, Juices, Continental, Beverages","₹200 for one","","625+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/alice-in-gelatoland-mahakali/order","https://www.zomato.com/mumbai/cheesecakes-by-cakezone-khar/order","https://www.zomato.com/mumbai/serotonin-the-kitchen-veera-desai-area/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","12 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts, Healthy Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","47 min","","Gujarati, Mithai","","₹200 for one","","The Daily Dough","3.7","Satvik Gujrati Foods & Snacks","4.3","","","Sindhu Sweets","4.5","50% OFF up to 100","22 min","Mithai, Street Food","₹200 for one","","350+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-daily-dough-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/satvik-gujrati-foods-snacks-santacruz-west/order","https://www.zomato.com/mumbai/sindhu-sweets-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","43 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","North Indian, Street Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","","300+ orders placed from here recently","","Restaurant partner follows WHO protocol","","300+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","26 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Desserts, Beverages, Ice Cream, Waffle, Shake","","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Roti De Tokari","3.7","Ice Cream Factory","4.1","","","The Bandra Sushiholic","3.9","50% OFF up to 100","32 min","Rolls, Japanese","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/roti-de-tokari-santacruz-west/order","https://www.zomato.com/mumbai/ice-cream-factory-carter-road-bandra-west/order","https://www.zomato.com/thebandrasushiholic/order","",""
